chapter	chapter_text	block	block_text	group	group_text	code	code_text	position
11.0	Diseases of the digestive system	K00_K14	Diseases of oral cavity, salivary glands and jaws	K13	Other diseases of lip and oral mucosa	K137	Other and unspecified lesions of oral mucosa	T
11.0	Diseases of the digestive system	K00_K14	Diseases of oral cavity, salivary glands and jaws	K14	Diseases of tongue	K14	Diseases of tongue	N
11.0	Diseases of the digestive system	K00_K14	Diseases of oral cavity, salivary glands and jaws	K14	Diseases of tongue	K140	Glossitis	T
11.0	Diseases of the digestive system	K00_K14	Diseases of oral cavity, salivary glands and jaws	K14	Diseases of tongue	K141	Geographic tongue	T
11.0	Diseases of the digestive system	K00_K14	Diseases of oral cavity, salivary glands and jaws	K14	Diseases of tongue	K142	Median rhomboid glossitis	T
11.0	Diseases of the digestive system	K00_K14	Diseases of oral cavity, salivary glands and jaws	K14	Diseases of tongue	K143	Hypertrophy of tongue papillae	T
11.0	Diseases of the digestive system	K00_K14	Diseases of oral cavity, salivary glands and jaws	K14	Diseases of tongue	K144	Atrophy of tongue papillae	T
11.0	Diseases of the digestive system	K00_K14	Diseases of oral cavity, salivary glands and jaws	K14	Diseases of tongue	K145	Plicated tongue	T
11.0	Diseases of the digestive system	K00_K14	Diseases of oral cavity, salivary glands and jaws	K14	Diseases of tongue	K146	Glossodynia	T
11.0	Diseases of the digestive system	K00_K14	Diseases of oral cavity, salivary glands and jaws	K14	Diseases of tongue	K148	Other diseases of tongue	T
11.0	Diseases of the digestive system	K00_K14	Diseases of oral cavity, salivary glands and jaws	K14	Diseases of tongue	K149	Disease of tongue, unspecified	T
11.0	Diseases of the digestive system	K20_K31	Diseases of oesophagus, stomach and duodenum	K20	Oesophagitis	K20	Oesophagitis	T
11.0	Diseases of the digestive system	K20_K31	Diseases of oesophagus, stomach and duodenum	K21	Gastro-oesophageal reflux disease	K21	Gastro-oesophageal reflux disease	N
11.0	Diseases of the digestive system	K20_K31	Diseases of oesophagus, stomach and duodenum	K21	Gastro-oesophageal reflux disease	K210	Gastro-oesophageal reflux disease with oesophagitis	T
11.0	Diseases of the digestive system	K20_K31	Diseases of oesophagus, stomach and duodenum	K21	Gastro-oesophageal reflux disease	K219	Gastro-oesophageal reflux disease without oesophagitis	T
11.0	Diseases of the digestive system	K20_K31	Diseases of oesophagus, stomach and duodenum	K22	Other diseases of oesophagus	K22	Other diseases of oesophagus	N
11.0	Diseases of the digestive system	K20_K31	Diseases of oesophagus, stomach and duodenum	K22	Other diseases of oesophagus	K220	Achalasia of cardia	T
11.0	Diseases of the digestive system	K20_K31	Diseases of oesophagus, stomach and duodenum	K22	Other diseases of oesophagus	K221	Ulcer of oesophagus	T
11.0	Diseases of the digestive system	K20_K31	Diseases of oesophagus, stomach and duodenum	K22	Other diseases of oesophagus	K222	Oesophageal obstruction	T
11.0	Diseases of the digestive system	K20_K31	Diseases of oesophagus, stomach and duodenum	K22	Other diseases of oesophagus	K223	Perforation of oesophagus	T
11.0	Diseases of the digestive system	K20_K31	Diseases of oesophagus, stomach and duodenum	K22	Other diseases of oesophagus	K224	Dyskinesia of oesophagus	T
11.0	Diseases of the digestive system	K20_K31	Diseases of oesophagus, stomach and duodenum	K22	Other diseases of oesophagus	K225	Diverticulum of oesophagus, acquired	T
11.0	Diseases of the digestive system	K20_K31	Diseases of oesophagus, stomach and duodenum	K22	Other diseases of oesophagus	K226	Gastro-oesophageal laceration-haemorrhage syndrome	T
11.0	Diseases of the digestive system	K20_K31	Diseases of oesophagus, stomach and duodenum	K22	Other diseases of oesophagus	K227	Barrett oesophagus	T
11.0	Diseases of the digestive system	K20_K31	Diseases of oesophagus, stomach and duodenum	K22	Other diseases of oesophagus	K228	Other specified diseases of oesophagus	T
11.0	Diseases of the digestive system	K20_K31	Diseases of oesophagus, stomach and duodenum	K22	Other diseases of oesophagus	K229	Disease of oesophagus, unspecified	T
11.0	Diseases of the digestive system	K20_K31	Diseases of oesophagus, stomach and duodenum	K23	Disorders of oesophagus in diseases classified elsewhere	K23	Disorders of oesophagus in diseases classified elsewhere	N
11.0	Diseases of the digestive system	K20_K31	Diseases of oesophagus, stomach and duodenum	K23	Disorders of oesophagus in diseases classified elsewhere	K230	Tuberculous oesophagitis	T
11.0	Diseases of the digestive system	K20_K31	Diseases of oesophagus, stomach and duodenum	K23	Disorders of oesophagus in diseases classified elsewhere	K231	Megaoesophagus in Chagas disease	T
11.0	Diseases of the digestive system	K20_K31	Diseases of oesophagus, stomach and duodenum	K23	Disorders of oesophagus in diseases classified elsewhere	K238	Disorders of oesophagus in other diseases classified elsewhere	T
11.0	Diseases of the digestive system	K20_K31	Diseases of oesophagus, stomach and duodenum	K25	Gastric ulcer	K25	Gastric ulcer	N
11.0	Diseases of the digestive system	K20_K31	Diseases of oesophagus, stomach and duodenum	K25	Gastric ulcer	K250	Gastric ulcer: Acute with haemorrhage	T
11.0	Diseases of the digestive system	K20_K31	Diseases of oesophagus, stomach and duodenum	K25	Gastric ulcer	K251	Gastric ulcer: Acute with perforation	T
11.0	Diseases of the digestive system	K20_K31	Diseases of oesophagus, stomach and duodenum	K25	Gastric ulcer	K252	Gastric ulcer: Acute with both haemorrhage and perforation	T
11.0	Diseases of the digestive system	K20_K31	Diseases of oesophagus, stomach and duodenum	K25	Gastric ulcer	K253	Gastric ulcer: Acute without haemorrhage or perforation	T
11.0	Diseases of the digestive system	K20_K31	Diseases of oesophagus, stomach and duodenum	K25	Gastric ulcer	K254	Gastric ulcer: Chronic or unspecified with haemorrhage	T
11.0	Diseases of the digestive system	K20_K31	Diseases of oesophagus, stomach and duodenum	K25	Gastric ulcer	K255	Gastric ulcer: Chronic or unspecified with perforation	T
11.0	Diseases of the digestive system	K20_K31	Diseases of oesophagus, stomach and duodenum	K25	Gastric ulcer	K256	Gastric ulcer: Chronic or unspecified with both haemorrhage and perforation	T
11.0	Diseases of the digestive system	K20_K31	Diseases of oesophagus, stomach and duodenum	K25	Gastric ulcer	K257	Gastric ulcer: Chronic without haemorrhage or perforation	T
11.0	Diseases of the digestive system	K20_K31	Diseases of oesophagus, stomach and duodenum	K25	Gastric ulcer	K259	Gastric ulcer: Unspecified as acute or chronic, without haemorrhage or perforation	T
11.0	Diseases of the digestive system	K20_K31	Diseases of oesophagus, stomach and duodenum	K26	Duodenal ulcer	K26	Duodenal ulcer	N
11.0	Diseases of the digestive system	K20_K31	Diseases of oesophagus, stomach and duodenum	K26	Duodenal ulcer	K260	Duodenal ulcer: Acute with haemorrhage	T
11.0	Diseases of the digestive system	K20_K31	Diseases of oesophagus, stomach and duodenum	K26	Duodenal ulcer	K261	Duodenal ulcer: Acute with perforation	T
11.0	Diseases of the digestive system	K20_K31	Diseases of oesophagus, stomach and duodenum	K26	Duodenal ulcer	K262	Duodenal ulcer: Acute with both haemorrhage and perforation	T
11.0	Diseases of the digestive system	K20_K31	Diseases of oesophagus, stomach and duodenum	K26	Duodenal ulcer	K263	Duodenal ulcer: Acute without haemorrhage or perforation	T
11.0	Diseases of the digestive system	K20_K31	Diseases of oesophagus, stomach and duodenum	K26	Duodenal ulcer	K264	Duodenal ulcer: Chronic or unspecified with haemorrhage	T
11.0	Diseases of the digestive system	K20_K31	Diseases of oesophagus, stomach and duodenum	K26	Duodenal ulcer	K265	Duodenal ulcer: Chronic or unspecified with perforation	T
11.0	Diseases of the digestive system	K20_K31	Diseases of oesophagus, stomach and duodenum	K26	Duodenal ulcer	K266	Duodenal ulcer: Chronic or unspecified with both haemorrhage and perforation	T
11.0	Diseases of the digestive system	K20_K31	Diseases of oesophagus, stomach and duodenum	K26	Duodenal ulcer	K267	Duodenal ulcer: Chronic without haemorrhage or perforation	T
11.0	Diseases of the digestive system	K20_K31	Diseases of oesophagus, stomach and duodenum	K26	Duodenal ulcer	K269	Duodenal ulcer: Unspecified as acute or chronic, without haemorrhage or perforation	T
11.0	Diseases of the digestive system	K20_K31	Diseases of oesophagus, stomach and duodenum	K27	Peptic ulcer, site unspecified	K27	Peptic ulcer, site unspecified	N
11.0	Diseases of the digestive system	K20_K31	Diseases of oesophagus, stomach and duodenum	K27	Peptic ulcer, site unspecified	K270	Peptic ulcer, site unspecified: Acute with haemorrhage	T
11.0	Diseases of the digestive system	K20_K31	Diseases of oesophagus, stomach and duodenum	K27	Peptic ulcer, site unspecified	K271	Peptic ulcer, site unspecified: Acute with perforation	T
11.0	Diseases of the digestive system	K20_K31	Diseases of oesophagus, stomach and duodenum	K27	Peptic ulcer, site unspecified	K272	Peptic ulcer, site unspecified: Acute with both haemorrhage and perforation	T
11.0	Diseases of the digestive system	K20_K31	Diseases of oesophagus, stomach and duodenum	K27	Peptic ulcer, site unspecified	K273	Peptic ulcer, site unspecified: Acute without haemorrhage or perforation	T
11.0	Diseases of the digestive system	K20_K31	Diseases of oesophagus, stomach and duodenum	K27	Peptic ulcer, site unspecified	K274	Peptic ulcer, site unspecified: Chronic or unspecified with haemorrhage	T
11.0	Diseases of the digestive system	K20_K31	Diseases of oesophagus, stomach and duodenum	K27	Peptic ulcer, site unspecified	K275	Peptic ulcer, site unspecified: Chronic or unspecified with perforation	T
11.0	Diseases of the digestive system	K20_K31	Diseases of oesophagus, stomach and duodenum	K27	Peptic ulcer, site unspecified	K276	Peptic ulcer, site unspecified: Chronic or unspecified with both haemorrhage and perforation	T
11.0	Diseases of the digestive system	K20_K31	Diseases of oesophagus, stomach and duodenum	K27	Peptic ulcer, site unspecified	K277	Peptic ulcer, site unspecified: Chronic without haemorrhage or perforation	T
11.0	Diseases of the digestive system	K20_K31	Diseases of oesophagus, stomach and duodenum	K27	Peptic ulcer, site unspecified	K279	Peptic ulcer, site unspecified: Unspecified as acute or chronic, without haemorrhage or perforation	T
11.0	Diseases of the digestive system	K20_K31	Diseases of oesophagus, stomach and duodenum	K28	Gastrojejunal ulcer	K28	Gastrojejunal ulcer	N
11.0	Diseases of the digestive system	K20_K31	Diseases of oesophagus, stomach and duodenum	K28	Gastrojejunal ulcer	K280	Gastrojejunal ulcer: Acute with haemorrhage	T
11.0	Diseases of the digestive system	K20_K31	Diseases of oesophagus, stomach and duodenum	K28	Gastrojejunal ulcer	K281	Gastrojejunal ulcer: Acute with perforation	T
11.0	Diseases of the digestive system	K20_K31	Diseases of oesophagus, stomach and duodenum	K28	Gastrojejunal ulcer	K282	Gastrojejunal ulcer: Acute with both haemorrhage and perforation	T
11.0	Diseases of the digestive system	K20_K31	Diseases of oesophagus, stomach and duodenum	K28	Gastrojejunal ulcer	K283	Gastrojejunal ulcer: Acute without haemorrhage or perforation	T
11.0	Diseases of the digestive system	K20_K31	Diseases of oesophagus, stomach and duodenum	K28	Gastrojejunal ulcer	K284	Gastrojejunal ulcer: Chronic or unspecified with haemorrhage	T
11.0	Diseases of the digestive system	K20_K31	Diseases of oesophagus, stomach and duodenum	K28	Gastrojejunal ulcer	K285	Gastrojejunal ulcer: Chronic or unspecified with perforation	T
11.0	Diseases of the digestive system	K20_K31	Diseases of oesophagus, stomach and duodenum	K28	Gastrojejunal ulcer	K286	Gastrojejunal ulcer: Chronic or unspecified with both haemorrhage and perforation	T
11.0	Diseases of the digestive system	K20_K31	Diseases of oesophagus, stomach and duodenum	K28	Gastrojejunal ulcer	K287	Gastrojejunal ulcer: Chronic without haemorrhage or perforation	T
11.0	Diseases of the digestive system	K20_K31	Diseases of oesophagus, stomach and duodenum	K28	Gastrojejunal ulcer	K289	Gastrojejunal ulcer: Unspecified as acute or chronic, without haemorrhage or perforation	T
11.0	Diseases of the digestive system	K20_K31	Diseases of oesophagus, stomach and duodenum	K29	Gastritis and duodenitis	K29	Gastritis and duodenitis	N
11.0	Diseases of the digestive system	K20_K31	Diseases of oesophagus, stomach and duodenum	K29	Gastritis and duodenitis	K290	Acute haemorrhagic gastritis	T
11.0	Diseases of the digestive system	K20_K31	Diseases of oesophagus, stomach and duodenum	K29	Gastritis and duodenitis	K291	Other acute gastritis	T
11.0	Diseases of the digestive system	K20_K31	Diseases of oesophagus, stomach and duodenum	K29	Gastritis and duodenitis	K292	Alcoholic gastritis	T
11.0	Diseases of the digestive system	K20_K31	Diseases of oesophagus, stomach and duodenum	K29	Gastritis and duodenitis	K293	Chronic superficial gastritis	T
11.0	Diseases of the digestive system	K20_K31	Diseases of oesophagus, stomach and duodenum	K29	Gastritis and duodenitis	K294	Chronic atrophic gastritis	T
11.0	Diseases of the digestive system	K20_K31	Diseases of oesophagus, stomach and duodenum	K29	Gastritis and duodenitis	K295	Chronic gastritis, unspecified	T
11.0	Diseases of the digestive system	K20_K31	Diseases of oesophagus, stomach and duodenum	K29	Gastritis and duodenitis	K296	Other gastritis	T
11.0	Diseases of the digestive system	K20_K31	Diseases of oesophagus, stomach and duodenum	K29	Gastritis and duodenitis	K297	Gastritis, unspecified	T
11.0	Diseases of the digestive system	K20_K31	Diseases of oesophagus, stomach and duodenum	K29	Gastritis and duodenitis	K298	Duodenitis	T
11.0	Diseases of the digestive system	K20_K31	Diseases of oesophagus, stomach and duodenum	K29	Gastritis and duodenitis	K299	Gastroduodenitis, unspecified	T
11.0	Diseases of the digestive system	K20_K31	Diseases of oesophagus, stomach and duodenum	K30	Dyspepsia	K30	Dyspepsia	T
11.0	Diseases of the digestive system	K20_K31	Diseases of oesophagus, stomach and duodenum	K31	Other diseases of stomach and duodenum	K31	Other diseases of stomach and duodenum	N
11.0	Diseases of the digestive system	K20_K31	Diseases of oesophagus, stomach and duodenum	K31	Other diseases of stomach and duodenum	K310	Acute dilatation of stomach	T
11.0	Diseases of the digestive system	K20_K31	Diseases of oesophagus, stomach and duodenum	K31	Other diseases of stomach and duodenum	K311	Adult hypertrophic pyloric stenosis	T
11.0	Diseases of the digestive system	K20_K31	Diseases of oesophagus, stomach and duodenum	K31	Other diseases of stomach and duodenum	K312	Hourglass stricture and stenosis of stomach	T
11.0	Diseases of the digestive system	K20_K31	Diseases of oesophagus, stomach and duodenum	K31	Other diseases of stomach and duodenum	K313	Pylorospasm, not elsewhere classified	T
11.0	Diseases of the digestive system	K20_K31	Diseases of oesophagus, stomach and duodenum	K31	Other diseases of stomach and duodenum	K314	Gastric diverticulum	T
11.0	Diseases of the digestive system	K20_K31	Diseases of oesophagus, stomach and duodenum	K31	Other diseases of stomach and duodenum	K315	Obstruction of duodenum	T
11.0	Diseases of the digestive system	K20_K31	Diseases of oesophagus, stomach and duodenum	K31	Other diseases of stomach and duodenum	K316	Fistula of stomach and duodenum	T
11.0	Diseases of the digestive system	K20_K31	Diseases of oesophagus, stomach and duodenum	K31	Other diseases of stomach and duodenum	K317	Polyp of stomach and duodenum	T
11.0	Diseases of the digestive system	K20_K31	Diseases of oesophagus, stomach and duodenum	K31	Other diseases of stomach and duodenum	K318	Other specified diseases of stomach and duodenum	T
11.0	Diseases of the digestive system	K20_K31	Diseases of oesophagus, stomach and duodenum	K31	Other diseases of stomach and duodenum	K319	Disease of stomach and duodenum, unspecified	T
11.0	Diseases of the digestive system	K35_K38	Diseases of appendix	K35	Acute appendicitis	K35	Acute appendicitis	N
11.0	Diseases of the digestive system	K35_K38	Diseases of appendix	K35	Acute appendicitis	K352	Acute appendicitis with generalized peritonitis	T
11.0	Diseases of the digestive system	K35_K38	Diseases of appendix	K35	Acute appendicitis	K353	Acute appendicitis with localized peritonitis	T
11.0	Diseases of the digestive system	K35_K38	Diseases of appendix	K35	Acute appendicitis	K358	Acute appendicitis, other and unspecified	T
11.0	Diseases of the digestive system	K35_K38	Diseases of appendix	K36	Other appendicitis	K36	Other appendicitis	T
11.0	Diseases of the digestive system	K35_K38	Diseases of appendix	K37	Unspecified appendicitis	K37	Unspecified appendicitis	T
11.0	Diseases of the digestive system	K35_K38	Diseases of appendix	K38	Other diseases of appendix	K38	Other diseases of appendix	N
11.0	Diseases of the digestive system	K35_K38	Diseases of appendix	K38	Other diseases of appendix	K380	Hyperplasia of appendix	T
11.0	Diseases of the digestive system	K35_K38	Diseases of appendix	K38	Other diseases of appendix	K381	Appendicular concretions	T
11.0	Diseases of the digestive system	K35_K38	Diseases of appendix	K38	Other diseases of appendix	K382	Diverticulum of appendix	T
11.0	Diseases of the digestive system	K35_K38	Diseases of appendix	K38	Other diseases of appendix	K383	Fistula of appendix	T
11.0	Diseases of the digestive system	K35_K38	Diseases of appendix	K38	Other diseases of appendix	K388	Other specified diseases of appendix	T
11.0	Diseases of the digestive system	K35_K38	Diseases of appendix	K38	Other diseases of appendix	K389	Disease of appendix, unspecified	T
11.0	Diseases of the digestive system	K40_K46	Hernia	K40	Inguinal hernia	K40	Inguinal hernia	N
11.0	Diseases of the digestive system	K40_K46	Hernia	K40	Inguinal hernia	K400	Bilateral inguinal hernia, with obstruction, without gangrene	T
11.0	Diseases of the digestive system	K40_K46	Hernia	K40	Inguinal hernia	K401	Bilateral inguinal hernia, with gangrene	T
11.0	Diseases of the digestive system	K40_K46	Hernia	K40	Inguinal hernia	K402	Bilateral inguinal hernia, without obstruction or gangrene	T
11.0	Diseases of the digestive system	K40_K46	Hernia	K40	Inguinal hernia	K403	Unilateral or unspecified inguinal hernia, with obstruction, without gangrene	T
11.0	Diseases of the digestive system	K40_K46	Hernia	K40	Inguinal hernia	K404	Unilateral or unspecified inguinal hernia, with gangrene	T
11.0	Diseases of the digestive system	K40_K46	Hernia	K40	Inguinal hernia	K409	Unilateral or unspecified inguinal hernia, without obstruction or gangrene	T
11.0	Diseases of the digestive system	K40_K46	Hernia	K41	Femoral hernia	K41	Femoral hernia	N
11.0	Diseases of the digestive system	K40_K46	Hernia	K41	Femoral hernia	K410	Bilateral femoral hernia, with obstruction, without gangrene	T
11.0	Diseases of the digestive system	K40_K46	Hernia	K41	Femoral hernia	K411	Bilateral femoral hernia, with gangrene	T
11.0	Diseases of the digestive system	K40_K46	Hernia	K41	Femoral hernia	K412	Bilateral femoral hernia, without obstruction or gangrene	T
11.0	Diseases of the digestive system	K40_K46	Hernia	K41	Femoral hernia	K413	Unilateral or unspecified femoral hernia, with obstruction, without gangrene	T
11.0	Diseases of the digestive system	K40_K46	Hernia	K41	Femoral hernia	K414	Unilateral or unspecified femoral hernia, with gangrene	T
11.0	Diseases of the digestive system	K40_K46	Hernia	K41	Femoral hernia	K419	Unilateral or unspecified femoral hernia, without obstruction or gangrene	T
11.0	Diseases of the digestive system	K40_K46	Hernia	K42	Umbilical hernia	K42	Umbilical hernia	N
11.0	Diseases of the digestive system	K40_K46	Hernia	K42	Umbilical hernia	K420	Umbilical hernia with obstruction, without gangrene	T
11.0	Diseases of the digestive system	K40_K46	Hernia	K42	Umbilical hernia	K421	Umbilical hernia with gangrene	T
11.0	Diseases of the digestive system	K40_K46	Hernia	K42	Umbilical hernia	K429	Umbilical hernia without obstruction or gangrene	T
11.0	Diseases of the digestive system	K40_K46	Hernia	K43	Ventral hernia	K43	Ventral hernia	N
11.0	Diseases of the digestive system	K40_K46	Hernia	K43	Ventral hernia	K430	Ventral hernia with obstruction, without gangrene	T
11.0	Diseases of the digestive system	K40_K46	Hernia	K43	Ventral hernia	K431	Ventral hernia with gangrene	T
11.0	Diseases of the digestive system	K40_K46	Hernia	K43	Ventral hernia	K439	Ventral hernia without obstruction or gangrene	T
11.0	Diseases of the digestive system	K40_K46	Hernia	K44	Diaphragmatic hernia	K44	Diaphragmatic hernia	N
11.0	Diseases of the digestive system	K40_K46	Hernia	K44	Diaphragmatic hernia	K440	Diaphragmatic hernia with obstruction, without gangrene	T
11.0	Diseases of the digestive system	K40_K46	Hernia	K44	Diaphragmatic hernia	K441	Diaphragmatic hernia with gangrene	T
11.0	Diseases of the digestive system	K40_K46	Hernia	K44	Diaphragmatic hernia	K449	Diaphragmatic hernia without obstruction or gangrene	T
11.0	Diseases of the digestive system	K40_K46	Hernia	K45	Other abdominal hernia	K45	Other abdominal hernia	N
11.0	Diseases of the digestive system	K40_K46	Hernia	K45	Other abdominal hernia	K450	Other specified abdominal hernia with obstruction, without gangrene	T
11.0	Diseases of the digestive system	K40_K46	Hernia	K45	Other abdominal hernia	K451	Other specified abdominal hernia with gangrene	T
11.0	Diseases of the digestive system	K40_K46	Hernia	K45	Other abdominal hernia	K458	Other specified abdominal hernia without obstruction or gangrene	T
11.0	Diseases of the digestive system	K40_K46	Hernia	K46	Unspecified abdominal hernia	K46	Unspecified abdominal hernia	N
11.0	Diseases of the digestive system	K40_K46	Hernia	K46	Unspecified abdominal hernia	K460	Unspecified abdominal hernia with obstruction, without gangrene	T
11.0	Diseases of the digestive system	K40_K46	Hernia	K46	Unspecified abdominal hernia	K461	Unspecified abdominal hernia with gangrene	T
11.0	Diseases of the digestive system	K40_K46	Hernia	K46	Unspecified abdominal hernia	K469	Unspecified abdominal hernia without obstruction or gangrene	T
11.0	Diseases of the digestive system	K50_K52	Noninfective enteritis and colitis	K50	Crohn disease [regional enteritis]	K50	Crohn disease [regional enteritis]	N
11.0	Diseases of the digestive system	K50_K52	Noninfective enteritis and colitis	K50	Crohn disease [regional enteritis]	K500	Crohn disease of small intestine	T
11.0	Diseases of the digestive system	K50_K52	Noninfective enteritis and colitis	K50	Crohn disease [regional enteritis]	K501	Crohn disease of large intestine	T
11.0	Diseases of the digestive system	K50_K52	Noninfective enteritis and colitis	K50	Crohn disease [regional enteritis]	K508	Other Crohn disease	T
11.0	Diseases of the digestive system	K50_K52	Noninfective enteritis and colitis	K50	Crohn disease [regional enteritis]	K509	Crohn disease, unspecified	T
11.0	Diseases of the digestive system	K50_K52	Noninfective enteritis and colitis	K51	Ulcerative colitis	K51	Ulcerative colitis	N
11.0	Diseases of the digestive system	K50_K52	Noninfective enteritis and colitis	K51	Ulcerative colitis	K510	Ulcerative (chronic) pancolitis	T
11.0	Diseases of the digestive system	K50_K52	Noninfective enteritis and colitis	K51	Ulcerative colitis	K512	Ulcerative (chronic) proctitis	T
11.0	Diseases of the digestive system	K50_K52	Noninfective enteritis and colitis	K51	Ulcerative colitis	K513	Ulcerative (chronic) rectosigmoiditis	T
11.0	Diseases of the digestive system	K50_K52	Noninfective enteritis and colitis	K51	Ulcerative colitis	K514	Inflammatory polyps	T
11.0	Diseases of the digestive system	K50_K52	Noninfective enteritis and colitis	K51	Ulcerative colitis	K515	Left sided colitis	T
11.0	Diseases of the digestive system	K50_K52	Noninfective enteritis and colitis	K51	Ulcerative colitis	K518	Other ulcerative colitis	T
11.0	Diseases of the digestive system	K50_K52	Noninfective enteritis and colitis	K51	Ulcerative colitis	K519	Ulcerative colitis, unspecified	T
11.0	Diseases of the digestive system	K50_K52	Noninfective enteritis and colitis	K52	Other noninfective gastroenteritis and colitis	K52	Other noninfective gastroenteritis and colitis	N
11.0	Diseases of the digestive system	K50_K52	Noninfective enteritis and colitis	K52	Other noninfective gastroenteritis and colitis	K520	Gastroenteritis and colitis due to radiation	T
11.0	Diseases of the digestive system	K50_K52	Noninfective enteritis and colitis	K52	Other noninfective gastroenteritis and colitis	K521	Toxic gastroenteritis and colitis	T
11.0	Diseases of the digestive system	K50_K52	Noninfective enteritis and colitis	K52	Other noninfective gastroenteritis and colitis	K522	Allergic and dietetic gastroenteritis and colitis	T
11.0	Diseases of the digestive system	K50_K52	Noninfective enteritis and colitis	K52	Other noninfective gastroenteritis and colitis	K523	Indeterminate colitis	T
11.0	Diseases of the digestive system	K50_K52	Noninfective enteritis and colitis	K52	Other noninfective gastroenteritis and colitis	K528	Other specified noninfective gastroenteritis and colitis	T
11.0	Diseases of the digestive system	K50_K52	Noninfective enteritis and colitis	K52	Other noninfective gastroenteritis and colitis	K529	Noninfective gastroenteritis and colitis, unspecified	T
11.0	Diseases of the digestive system	K55_K63	Other diseases of intestines	K55	Vascular disorders of intestine	K55	Vascular disorders of intestine	N
11.0	Diseases of the digestive system	K55_K63	Other diseases of intestines	K55	Vascular disorders of intestine	K550	Acute vascular disorders of intestine	T
11.0	Diseases of the digestive system	K55_K63	Other diseases of intestines	K55	Vascular disorders of intestine	K551	Chronic vascular disorders of intestine	T
11.0	Diseases of the digestive system	K55_K63	Other diseases of intestines	K55	Vascular disorders of intestine	K552	Angiodysplasia of colon	T
11.0	Diseases of the digestive system	K55_K63	Other diseases of intestines	K55	Vascular disorders of intestine	K558	Other vascular disorders of intestine	T
11.0	Diseases of the digestive system	K55_K63	Other diseases of intestines	K55	Vascular disorders of intestine	K559	Vascular disorder of intestine, unspecified	T
11.0	Diseases of the digestive system	K55_K63	Other diseases of intestines	K56	Paralytic ileus and intestinal obstruction without hernia	K56	Paralytic ileus and intestinal obstruction without hernia	N
11.0	Diseases of the digestive system	K55_K63	Other diseases of intestines	K56	Paralytic ileus and intestinal obstruction without hernia	K560	Paralytic ileus	T
11.0	Diseases of the digestive system	K55_K63	Other diseases of intestines	K56	Paralytic ileus and intestinal obstruction without hernia	K561	Intussusception	T
11.0	Diseases of the digestive system	K55_K63	Other diseases of intestines	K56	Paralytic ileus and intestinal obstruction without hernia	K562	Volvulus	T
11.0	Diseases of the digestive system	K55_K63	Other diseases of intestines	K56	Paralytic ileus and intestinal obstruction without hernia	K563	Gallstone ileus	T
11.0	Diseases of the digestive system	K55_K63	Other diseases of intestines	K56	Paralytic ileus and intestinal obstruction without hernia	K564	Other impaction of intestine	T
11.0	Diseases of the digestive system	K55_K63	Other diseases of intestines	K56	Paralytic ileus and intestinal obstruction without hernia	K565	Intestinal adhesions [bands] with obstruction	T
11.0	Diseases of the digestive system	K55_K63	Other diseases of intestines	K56	Paralytic ileus and intestinal obstruction without hernia	K566	Other and unspecified intestinal obstruction	T
11.0	Diseases of the digestive system	K55_K63	Other diseases of intestines	K56	Paralytic ileus and intestinal obstruction without hernia	K567	Ileus, unspecified	T
11.0	Diseases of the digestive system	K55_K63	Other diseases of intestines	K57	Diverticular disease of intestine	K57	Diverticular disease of intestine	N
11.0	Diseases of the digestive system	K55_K63	Other diseases of intestines	K57	Diverticular disease of intestine	K570	Diverticular disease of small intestine with perforation and abscess	T
11.0	Diseases of the digestive system	K55_K63	Other diseases of intestines	K57	Diverticular disease of intestine	K571	Diverticular disease of small intestine without perforation or abscess	T
11.0	Diseases of the digestive system	K55_K63	Other diseases of intestines	K57	Diverticular disease of intestine	K572	Diverticular disease of large intestine with perforation and abscess	T
11.0	Diseases of the digestive system	K55_K63	Other diseases of intestines	K57	Diverticular disease of intestine	K573	Diverticular disease of large intestine without perforation or abscess	T
11.0	Diseases of the digestive system	K55_K63	Other diseases of intestines	K57	Diverticular disease of intestine	K574	Diverticular disease of both small and large intestine with perforation and abscess	T
11.0	Diseases of the digestive system	K55_K63	Other diseases of intestines	K57	Diverticular disease of intestine	K575	Diverticular disease of both small and large intestine without perforation or abscess	T
11.0	Diseases of the digestive system	K55_K63	Other diseases of intestines	K57	Diverticular disease of intestine	K578	Diverticular disease of intestine, part unspecified, with perforation and abscess	T
11.0	Diseases of the digestive system	K55_K63	Other diseases of intestines	K57	Diverticular disease of intestine	K579	Diverticular disease of intestine, part unspecified, without perforation or abscess	T
11.0	Diseases of the digestive system	K55_K63	Other diseases of intestines	K58	Irritable bowel syndrome	K58	Irritable bowel syndrome	N
11.0	Diseases of the digestive system	K55_K63	Other diseases of intestines	K58	Irritable bowel syndrome	K580	Irritable bowel syndrome with diarrhoea	T
11.0	Diseases of the digestive system	K55_K63	Other diseases of intestines	K58	Irritable bowel syndrome	K589	Irritable bowel syndrome without diarrhoea	T
11.0	Diseases of the digestive system	K55_K63	Other diseases of intestines	K59	Other functional intestinal disorders	K59	Other functional intestinal disorders	N
11.0	Diseases of the digestive system	K55_K63	Other diseases of intestines	K59	Other functional intestinal disorders	K590	Constipation	T
11.0	Diseases of the digestive system	K55_K63	Other diseases of intestines	K59	Other functional intestinal disorders	K591	Functional diarrhoea	T
